Tanggal,Penulis,Judul,Artikel,Label
" Senin, 4 Desember 2023 22:48 WIB",Pewarta: Maria Cicilia Galuh PrayudhiaEditor: Triono SubagyoCOPYRIGHT © ANTARA 2023,Erick: Dua Dapen BUMN siap dilaporkan ke Kejagung,"     Jakarta (ANTARA) - Menteri Badan Usaha Milik Negara (BUMN) mengatakan, siap melaporkan dua dana pensiun (Dapen) milik BUMN ke Kejaksaan Agung (Kejagung) pada bulan ini.   ""Di bulan ini ada dua yang akan kita laporkan ke Kejaksaan Agung,"" ujar Erick saat rapat kerja dengan Komisi VI DPR RI di Gedung DPR RI, Jakarta, Senin.   Namun demikian, Erick tidak menyebutkan Dapen mana yang akan dilaporkan ke Kejaksaan Agung dalam waktu dekat.   Erick menyampaikan, pihaknya telah memberikan pemaparan di Kejaksaan Agung dan sudah ada indikasi dari Badan Pengawas Keuangan dan Pembangunan (BPKP). Menurutnya, penyelewengan yang terjadi di Dapen harus segera ditertibkan,   ""Sehingga nanti, dana pensiun ini akan benar-benar transisi dalam 3 tahun sehingga ke depan akan sehat,"" ucapnya.   Lebih lanjut, Erick mengatakan bahwa pihaknya berupaya memperbaiki pengelolaan Dapen melalui pooling fund atau dana gabungan di bawah IFG, yang mengelola asuransi, penjaminan dan investasi.   Diketahui, pada Oktober 2023, Kementerian BUMN bersama BPKP melaporkan empat Dapen BUMN ke Kejaksaan Agung.   Adapun keempat perusahaan plat merah tersebut adalah Dapen Ingutani, PT Perkebunan Nusantara (PTPN), PT Angkasa Pura I, dan PT Rajawali Nusantara Indonesia (RNI) atau ID Food.  Baca juga: Kejagung masih pelajari laporan dugaan korupsi Dapen BUMN  Baca juga: Pelibatan Kejagung-BPKP mendukung transparansi penyelesaian dapen BUMN  Baca juga: Anggota DPR dukung Erick Thohir laporkan dugaan korupsi dana pensiunPewarta: Maria Cicilia Galuh PrayudhiaEditor: Triono Subagyo    COPYRIGHT © ANTARA 2023 ",ekonomi
" Senin, 4 Desember 2023 22:48 WIB",Pewarta: Rubby Jovan PrimanandaEditor: Nurul Aulia BadarCOPYRIGHT © ANTARA 2023,Menkop UKM: Entrepreneur Hub jadi ajang mahasiswa memulai berwirausaha,"     Kota Bandung (ANTARA) - Menteri Koperasi dan UKM (Menkop UKM) Teten Masduki mengatakan program Entrepreneur Hub 2023 dari Kementerian Koperasi dan UKM telah menjadi ajang bagi kalangan mahasiswa untuk memulai berwirausaha.    “Ajang Entreprenuer Hub diglorifikasi secara berkelanjutan untuk mendorong terciptanya wirausaha baru di kalangan generasi muda, terutama para mahasiswa,” kata Teten pada acara Entrepreneur Hub di Universitas Parahyangan (Unpar) Bandung, Senin.    Teten mengatakan pada masa sekarang ini, mahasiswa dapat memilih untuk menjadi wirausaha dengan mudah. Bahkan, menurut survei yang diperoleh nya, sebanyak 72 persen anak muda di Indonesia ingin menjadi pebisnis bukan lagi jadi karyawan atau pegawai.    ""Ini meyakinkan dan kembali memberikan semangat agar produk dalam negeri bisa bersaing dengan produk luar negeri, kuncinya adalah kolaborasi dan jangan takut memulai,"" katanya.    Lebih lanjut, ia menyatakan bahwa Indonesia membutuhkan lebih banyak wirausaha muda baru, terutama yang datang dari kalangan terdidik atau mahasiswa lewat pelaksanaan Entrepreneur Hub 2023.    ""Dengan hal-hal tersebut, saat ini untuk menjadi wirausaha menjadi sangat mudah sehingga peluang untuk meraih kesuksesan tanpa batas sedemikian terbuka,"" katanya.    Menurut dia, program tersebut merupakan amanat dari Perpres Nomor 2 Tahun 2022, untuk memfasilitasi para pihak bertemu dalam satu platform. Terutama mereka yang sedang mengembangkan ide dalam menumbuhkan usaha dengan basis potensi lokal.   ""Upaya ini untuk mewujudkan visi kami dalam mencetak wirausaha by design. Kami juga mengajak para mahasiswa untuk memulai bisnis dengan memperkuat ide bisnis,"" katanya.    Namun di sisi lain, lanjut dia, yang perlu diperhatikan adalah jangan hanya menciptakan wirausaha baru, namun harus juga menciptakan ekonomi baru.    “Saya telah berbicara dengan beberapa rektor terkait keinginan menciptakan wirausaha baru dan ekonomi baru. Jangan lagi kehadiran wirausaha menjadi pesaing UMKM kecil lainnya,"" kata Teten.  Baca juga: MenKopUKM: Entrepreneur Hub lahirkan 500 startup gagasan anak muda   Baca juga: Entrepreneur Hub Jakarta bukukan potensi investasi Rp57,3 miliar  Pewarta: Rubby Jovan PrimanandaEditor: Nurul Aulia Badar    COPYRIGHT © ANTARA 2023 ",ekonomi
" Senin, 4 Desember 2023 22:37 WIB",Pewarta: Adimas Raditya Fahky PEditor: Ahmad Buchori COPYRIGHT © ANTARA 2023,ASDP optimalkan sarana penyeberangan antisipasi lonjakan penumpang," Optimalisasi layanan tentunya untuk mengantisipasi proyeksi produksi angkutan Nataru atau mobilisasi penumpang di Pelabuhan utama yakni Merak, Bakauheni, Ketapang, dan GilimanukJakarta (ANTARA) - PT ASDP Indonesia Ferry (Persero) mengoptimalkan sarana dan prasarana penyeberangan untuk mengantisipasi lonjakan penumpang dan kendaraan pada libur Natal 2023 dan Tahun Baru 2024, khususnya di lintas utama Merak-Bakauheni dan Ketapang-Gilimanuk.   Corporate Secretary PT ASDP Shelvy Arifin mengatakan, peningkatan fasilitas pelabuhan dan juga akselerasi digitalisasi menjadi salah satu fokus utama ASDP untuk menunjang kelancaran arus libur Nataru 2023/2024 ini.   “Optimalisasi layanan tentunya untuk mengantisipasi proyeksi produksi angkutan Nataru atau mobilisasi penumpang di Pelabuhan utama yakni Merak, Bakauheni, Ketapang, dan Gilimanuk,"" katanya di Jakarta, Senin.   Ia menyampaikan, ASDP bersama pemangku kepentingan terkait memastikan kapasitas angkut dan fasilitas pelayanan memadai, baik dari sarana prasarana maupun kesiapan alur lalu lintas kendaraan.   ASDP memprediksi jumlah penumpang mencapai lebih dari 3 juta orang dan lebih dari 700 ribu unit kendaraan yang akan dilayani angkutan penyeberangan di 10 lintasan dari 12 cabang terpantau nasional.   Tidak hanya itu, puncak jumlah kendaraan kecil atau mobil pribadi pada Nataru diperkirakan akan meningkat kurang lebih 7 persen atau sekitar 16.014 unit di Pelabuhan Merak, sebesar 7,5 persen atau 13.583 unit di Pelabuhan Bakauheni, dan 6 persen atau 8.596 unit di Pelabuhan Ketapang.   Mengantisipasi peningkatan ini, ASDP telah mempersiapkan 49 kapal siap operasi dan 7 pasang dermaga di Lintas Ketapang-Gilimanuk dalam rangka mengantisipasi lonjakan penumpang, meliputi Pelabuhan Ketapang dengan 3 MB, 1 Ponton dan 3 Plengsengan. Sedangkan Pelabuhan Gilimanuk dengan 3 MB, 1 Ponton dan 3 Plengsengan.   ASDP juga mempersiapkan Pelabuhan Jangkar di Situbondo untuk memecah distribusi kendaraan.   Adapun pelabuhan ini berjarak kurang lebih 65 km dari Pelabuhan Ketapang dengan waktu tempuh 1 jam 32 menit, sehingga dapat menjadi pelabuhan perbantuan pada saat musim puncak yang melayani lintasan Jangkar – Lembar, Nusa Tenggara Barat dengan waktu tempuh kurang lebih 15 jam.   Persiapan lainnya juga telah direncanakan adalah pengoperasian Dermaga Bulusan di Selatan Pelabuhan Ketapang.   Shelvy menambahkan, ASDP melakukan peningkatan kapasitas dermaga II yang semula 3.000 GRT menjadi 10.000 GRT di Pelabuhan Merak, dan renovasi ruang tunggu penumpang regular di Pelabuhan Bakauheni.   ""Peningkatan kapasitas ini memungkinkan kapal dengan daya angkut yang lebih besar dapat sandar. Ruang tunggu yang lebih memadai juga dapat meningkatkan kenyamanan penumpang,"" katanya.  Baca juga: ASDP Bakauheni siap tambah kapal jika penyeberangan sangat padat   Baca juga: ASDP Bakauheni: Dermaga eksekutif dua siap beroperasi akhir tahun   Baca juga: ASDP terapkan teknologi ""geofencing"" untuk pagari calo tiket  Pewarta: Adimas Raditya Fahky PEditor: Ahmad Buchori     COPYRIGHT © ANTARA 2023 ",ekonomi
" Senin, 4 Desember 2023 22:33 WIB",Pewarta: Benardy FerdiansyahEditor: Triono SubagyoCOPYRIGHT © ANTARA 2023,PLN dan Masdar UEA jajaki penambahan kapasitas PLTS Terapung Cirata,"     Jakarta (ANTARA) - PT PLN (Persero) melalui subholding, PLN Nusantara Power (PLN NP) memperkuat kerja sama dengan Masdar, perusahaan energi asal Uni Emirat Arab (UEA) untuk pengembangan energi baru dan terbarukan (EBT) di Indonesia.   Setelah sukses membangun PLTS Terapung Cirata, PLN NP bersama Masdar sepakat mengkaji potensi peningkatan kapasitas pembangkit listrik ramah lingkungan tersebut. Selain itu, PLN dengan Masdar juga melakukan penandatanganan nota kesepahaman (MoU) untuk eksplorasi pengembangan bisnis energi untuk pasar internasional.   Direktur Utama PLN Darmawan Prasodjo melalui keterangan yang diterima di Jakarta, Senin menjelaskan kolaborasi itu akan menguatkan kerja sama bilateral antara Indonesia dengan UEA.   ""Kami kolaborasi dalam rangka investasi program EBT, bukan hanya di Indonesia tetapi seantero dunia. Ini kolaborasi internasional dalam akselerasi transisi energi. Perubahan iklim ini masalah global, untuk itu dibutuhkan juga solusi secara global dalam bentuk kolaborasi,"" kata Darmawan.  Baca juga: Pupuk Indonesia-PLN teken perjanjian studi pengembangan green ammonia   Kesepakatan antara PLN-Masdar dan PLN NP-Masdar ditandatangani di sela-sela acara Konferensi Perubahan Iklim Persatuan Bangsa Bangsa atau COP-28 di Dubai, UEA Sabtu (2/12) dengan disaksikan Duta Besar UEA untuk Indonesia Abdulla Salem Aldhaheri dan Menteri Energi dan Infrastruktur UEA Suhail Mohamed Al Mazrouei.   Darmawan mengatakan melalui kerja sama yang dilakukan antara PLN NP dengan Masdar akan mengkaji eksplorasi penambahan kapasitas terpasang untuk PLTS Terapung Cirata. Peluang itu sangat terbuka mengingat saat ini baru 4 persen dari maksimal 20 persen luas permukaan danau yang dimanfaatkan.   ""Kami butuh langkah-langkah, studi untuk penambahan kapasitas PLTS Terapung Cirata ini secara teknisnya seperti apa. Juga dampak terhadap sistem kelistrikan karena produksi listrik dari EBT karakternya intermittent atau fluktuatif,"" ujar Darmawan.   Ia mengatakan bahwa tantangan yang mesti dipecahkan kedua belah pihak ialah bagaimana menyeimbangkan fluktuasi EBT. Hal itu penting untuk menjaga sistem PLN tetap stabil seiring banyaknya variabel EBT yang masuk.   ""Kami akan merancang sistem kelistrikan yang stabil. Kami juga bangun smart grid dengan flexible generation, smart control center, dan smart distribution agar semua bisa tertangani dan proyek ini bisa jalan dengan baik,"" ujar Darmawan.   Kerja sama PLN dengan Masdar untuk penjajakan pasar EBT internasional juga menjadi salah satu momen penting bagi kedua pihak.   Darmawan pun mengatakan PLN sangat siap untuk ekspansi bisnis dan berlaga di kancah global.   ""Salah satu tujuan transformasi bisnis yang kami lakukan adalah menjadi perusahaan kelas dunia. Saat ini, PLN memiliki kekuatan lewat subholding untuk lebih leluasa melakukan ekspansi bisnis. Bersama Masdar, PLN akan mengepakkan sayap lebih luas lagi dalam bisnis kelistrikan global,"" ujarnya.   Sementara itu, Duta Besar UEA untuk Indonesia Abdulla Salem Aldhaheri menyampaikan MoU antara PLN dan Masdar merupakan kelanjutan kerja sama bilateral antara UEA dan Indonesia. Khususnya, untuk sektor penting seperti pengembangan EBT di Indonesia dan eksplorasi pengembangan bisnis energi untuk pasar internasional.   ""Seperti kita ketahui bersama, ini merupakan kelanjutan dari hubungan baik antara Uni Emirat Arab dan Indonesia. Penandatanganan MoU ini bukti pentingnya sektor EBT untuk kita,"" kata Aldhaheri.  Baca juga: PLN gandeng GEAPP dalam percepatan transisi energi di Indonesia  Baca juga: PLN EPI dapat 8 penghargaan internasional LACP dan Inspire Award 2023Pewarta: Benardy FerdiansyahEditor: Triono Subagyo    COPYRIGHT © ANTARA 2023 ",ekonomi
" Senin, 4 Desember 2023 22:32 WIB",Pewarta: Sinta AmbarwatiEditor: Ahmad Buchori COPYRIGHT © ANTARA 2023,Pergerakan orang pada libur Natal dan Tahun Baru capai 200-250 juta," Jadi total targetnya Natal dan Tahun Baru ini 200-250 jutaJakarta (ANTARA) - Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) Sandiaga Salahuddin Uno mengatakan, pergerakan masyarakat selama musim libur Natal dan Tahun Baru 2023/2024 mencapai 200-250 juta orang.   “Jadi total targetnya Natal dan Tahun Baru ini 200-250 juta,” ujar Sandiaga dalam The Weekly Brief with Sandi Uno yang digelar di Jakarta, Senin.    Berdasarkan data dari Kementerian Perhubungan, lanjut dia, diperkirakan 100 juta pergerakan masyarakat selama musim itu.    Ia turut menargetkan kunjungan wisatawan mancanegara (wisman) sebesar 1 juta kunjungan dapat dilampaui pada Desember 2023 bila ditambah dengan capaian kumulatif pada Januari hingga Oktober yang telah melampaui target yakni sebesar 9,49 juta kunjungan wisman, sementara target yang dipatok pada target bawah atas (tba) sebesar 8,5 juta kunjungan wisman.    Atas capaian itu, ia optimistis hingga akhir tahun dapat menembus angka 11 juta kunjungan wisman.    “Maka angka kedatangan wisatawan mancanegara kita harapkan bisa menembus 11 juta dimana ini adalah peningkatan dari target 8,5 juta di 2023,” katanya.    Diketahui secara kumulatif pada Januari hingga Oktober 2023 jumlah kunjungan wisman ke Tanah Air mencapai 9,5 juta orang.    Sandiaga mengatakan, berdasarkan data Badan Pusat Statistik (BPS) capaian kunjungan wisatawan mancanegara pada Oktober 2023 didominasi kunjungan asal Malaysia.    “Siapa aja yang berkunjung ke Indonesia? Malaysia 14,16 persen, Australia 13,18 persen, Singapura 9,1 persen, Tiongkok 7,7 persen serta Timor Leste 6,02 persen,” ujar Sandiaga.    Sementara itu, kunjungan wisman didominasi moda transportasi udara pada Oktober 2023 yang mencapai 707.584 dengan pintu utama Bandara I Gusti Ngurah Rai dan Soekarno Hatta, disusul moda transportasi laut tercatat sebesar 114.022 dan moda transportasi darat sebanyak 23.543.  Baca juga: Sandiaga akui konflik Hamas-Israel tak berdampak pada kunjungan wisman   Baca juga: Menparekraf: Pergerakan wisnus hingga Oktober 2023 capai 688,78 juta   Baca juga: Sandiaga sebut kunjungan wisman Oktober didominasi MalaysiaPewarta: Sinta AmbarwatiEditor: Ahmad Buchori     COPYRIGHT © ANTARA 2023 ",ekonomi
" Selasa, 5 Desember 2023 05:03 WIB",Pewarta: Roy Rosa BachtiarEditor: Dadan RamdaniCOPYRIGHT © ANTARA 2023,Alwi dan empat rekan memulai perjuangan di Guwahati Masters 2023,"     Jakarta (ANTARA) - Pebulu tangkis tunggal putra Alwi Farhan dan empat wakil Indonesia lainnya memulai perjuangan mereka pada turnamen berkategori BWF Super 100 Guwahati Masters 2023, Selasa.   Lima wakil Indonesia tersebut terbagi ke dalam dua kelompok utama yaitu yang bermain pada babak kualifikasi sebanyak dua orang dan sisanya langsung memainkan babak utama pada babak 64 besar.   Berdasarkan undian seperti yang dirilisBWF, tiga tunggal putra yang terdiri dari Alwi Farhan, Yohanes Saut Marcellyno, dan Alvi Wijaya Chairullah akan bermain pada babak 64 besar.   Alwi akan menghadapi tunggal putra asal Taiwan, Yang Yang. Pertemuan mereka di India merupakan yang kedua kalinya, setelah berjumpa perdana di Bonn International 2022 dengan kemenangan diraih oleh Alwi.   Pada babak yang sama, Yohanes akan menghadapi wakil tuan rumah Abhishek Yeligar, sedangkan Alvi melawan Kevin Arokia Walter dari Amerika Serikat. Mereka akan melakoni pertandingan perdana dalam pertemuan di 64 besar Guwahati Masters.   Sedangkan dua pebulu tangkis tunggal putri, yakni Deswanti Hujansih Nurtertiati dan Tasya Farahnailah, akan mengawali langkah mereka dari babak kualifikasi 16 besar.   Deswanti akan menghadapi Husina Kobugabe asal Uganda, sementara Tasya menghadapi Meghana Reddy Mareddy yang merupakan tunggal putri tuan rumah. Pertandingan mereka juga akan menjadi pertemuan perdana menghadapi lawan masing-masing.  Baca juga: Alwi ingin lebih maksimal pada dua turnamen sisa di 2023  Baca juga: Atlet Indonesia adaptasi jelang Wounded Homeland Games Suriah    Berikut jadwal pertandingan Skuad Merah Putih pada hari pertama Guwahati Masters 2023, Selasa:   Tunggal putri (kualifikasi 16 besar)  Deswanti Hujansih Nurtertiati vs Husina Kobugabe (Uganda)  Tasya Farahnailah vs Meghana Reddy Mareddy (India)   Tunggal putra (babak 64 besar)  Yohanes Saut Marcellyno vs Abhishek Yeligar (India)  Alwi Farhan vs Yang Yang (Taiwan)  Alvi Wijaya Chairullah vs Kevin Arokia Walter (Amerika Serikat)Pewarta: Roy Rosa BachtiarEditor: Dadan Ramdani    COPYRIGHT © ANTARA 2023 ",olahraga
" Selasa, 5 Desember 2023 01:10 WIB",Pewarta: Arindra MeodiaEditor: Roy Rosa BachtiarCOPYRIGHT © ANTARA 2023,Geek Fam cetak poin di M5 World Championship usai libas tim AS,"     Jakarta (ANTARA) - Wakil Indonesia dalam kejuaraan dunia Mobile Legends: Bang Bang (MLBB) M5 World Championship, Geek Fam, berhasil mencetak poin usai mengalahkan tim AS The Ohio Brothers pada fase grup hari ketiga, Senin.   Disiarkan secara daring oleh MLBB Esports, Geek Fam melibas The Ohio Brothers dengan skor 2-0 dalam pertandingan yang berlangsung di Manila, Filipina, itu.   Geek Fam yang diperkuat Luke, Nnael, Baloyskie, Aboy, dan Markyyy tampil dominan sejak awal pertandingan dengan berhasil mencuri first blood pada gim pertama.   Bermain agresif, Geek Fam terus melakukan serangan yang membuat The Ohio Brothers tertekan. Alih-alih mengembangkan strategi, tim Negeri Paman Sam itu kesulitan untuk keluar dari base mereka sendiri.   Berhasil menguasai early game menjadi kunci Geek Fam untuk mencuri gim pertama 1-0 dari The Ohio Brothers dalam waktu 11 menit dengan 12 poin kill berbanding 1 poin kill.   Pada gim kedua Geek Fam kembali tampil percaya diri dengan berhasil mengambil first blood dan turtle pertama. Namun, The Ohio Brothers tak ingin permainan di gim pertama kembali terulang.   Bermain lebih kuat, tim AS tak segan memberikan perlawanan kepada Baloyskie dan kawan-kawan, hingga terjadi jual beli serangan di land of dawn.   The Ohio Brothers tak kuasa menahan gempuran Geek Fam. Tim Indonesia akhirnya berhasil mencuri poin pada fase grup lewat kemenangan 2-0 atas tim AS tersebut.   Sebelumnya, Geek Fam harus menelan kekalahan 0-2 dari Home Bois asal Malaysia pada hari pertama fase grup, Sabtu (2/12).   Saat ini, Geek Fam berada di peringkat kedua klasemen sementara Grup D. Selanjutnya, Geek Fam dijadwalkan bertemu wakil Eropa Timur dan Asia Tengah (EECA) Deus Vult, Selasa.   Sementara itu, wakil Indonesia lainnya Onic Esports akan berhadapan dengan wakil Arab Saudi Triple Esports dalam pertandingan kedua mereka di fase grup, Selasa.   Onic Esports mengawali M5 World Championship dengan mulus, memenangi pertandingan pertamanya dengan menekuk tim Brazil Bigetron Sons 2-0 pada hari pertama fase grup, Sabtu (2/12).  Baca juga: Onic Esports melangkah mulus di pembuka M5 World Championship  Baca juga: PB ESI: Liga Esports Nasional bukti pengembangan ekosistem esportsPewarta: Arindra MeodiaEditor: Roy Rosa Bachtiar    COPYRIGHT © ANTARA 2023 ",olahraga
" Senin, 4 Desember 2023 22:15 WIB",Pewarta: Novi HusdinariyantoEditor: Hernawan WahyudonoCOPYRIGHT © ANTARA 2023,Siswi SD Banyuwangi raih dua medali emas kejuaraan karate dunia,"     Banyuwangi (ANTARA) - Seorang atlet karate yang masih duduk di bangku Sekolah Dasar (SD) Kabupaten Banyuwangi, Jawa Timur, berhasil membawa dua medali emas pada ajang kejuaraan karate dunia The Miko (Maia International Karate Open) di Kota Maia, Portugal.   Bupati Banyuwangi Ipuk Fiestiandani menyampaikan selamat atas kemenangan siswi SDN 1 Mojopanggung, Aldhea Azarina Bharata (11) yang mewakili Indonesia pada ajang kejuaraan karate dunia dan membawa pulang dua medali emas sekaligus di kompetisi internasional itu.   ""Selamat untuk Aldhea, ini adalah sebuah prestasi yang sangat membanggakan. Saya sangat gembira karena Aldhea sukses mengharumkan bangsa kita. Saya juga berterima kasih karena Dhea pastinya telah ikut mengharumkan nama Banyuwangi juga,"" kata Ipuk di Banyuwangi, Jawa Timur, Senin.   Pada kejuaraan karate dunia di Portugal, lanjut Ipuk, Aldhea terjun pada kategori pemula untuk usia di bawah 12 tahun, dan Aldhea menjadi satu-satunya kontingen Indonesia yang ikut dua nomor kompetisi sekaligus yakni kata (jurus) dan kumite (perkelahian)   ""Sekali lagi selamat untuk Dhea. Semoga prestasinya bisa terus dipertahankan dan sukses terus di masa depan,"" kata Ipuk.   Sementara itu, pelatih Aldhea, Firda Dian Pramana dari Dojo FDP Karate Indonesia Banyuwangi, mengatakan kejuaraan tersebut berlangsung pada Minggu (3/12). Dalam satu hari Dhea langsung mengikuti dua nomor lomba yakni nomor kata dan kumite.   ""Pada dua nomor lomba tersebut, Dhea berhasil keluar sebagai juara dan meraih medali emas,"" katanya.   Untuk penilaian kejuaraan karate nomor Kata, Dhea meraih nilai tertinggi dari dewan juri, sementara pada nomor kumite penilaiannya adalah banyaknya pukulan dan tendangan yang masuk kepada lawan.   ""Alhamdulillah Dhea bisa melakukan yang terbaik selama pertandingan,"" ujar Firda Dian.   Saat ini Dhea sendiri masih berada di Portugal, dan baru akan pulang pada 6 Desember mendatang. Rencananya Dhea menerima penghargaan dari Kemenpora dulu sebelum kembali ke Banyuwangi.   Aldhea berangkat bersama kontingen Indonesia lainnya pada 29 November 2023. Untuk persiapan mengikuti kompetisi ini, Aldhea menjalani program training centre (TC) di pemusatan latihan nasional (Pelatnas) Jakarta pada 4-15 November 2023.Pewarta: Novi HusdinariyantoEditor: Hernawan Wahyudono    COPYRIGHT © ANTARA 2023 ",olahraga
" Senin, 4 Desember 2023 21:08 WIB",Pewarta: Bayu Agustari AdhaEditor: Hernawan WahyudonoCOPYRIGHT © ANTARA 2023,Nusantara Cycling Team jadi tim terbaik Tour de Siak,"     Siak, Riau, (ANTARA) - Tim Nusantara Cycling Team dari Indonesia melalui pebalapnya berhasil menjadi tim terbaik pada ajang balap sepeda Tour de Siak 2023 setelah mencatat waktu tercepat secara tim selama tiga etape di Kabupaten Siak, Provinsi Riau.         Pada posisi kedua tim terbaik diraih oleh Tim Malaysia Pro Cycling dan tempat ketiga diisi oleh Tim Bumi Siak Pusako (BSP) Siak Riau yang terdiri dari masing-masing dua pembalap Indonesia dan Australia.              Pelatih Nusantara Cycling Team, Rastra dalam keterangan persnya, Senin usai penyerahan hadiah mengatakan pihaknya sempat berpikir apakah mentargetkan juara berdasarkan waktu atau poin. Akhirnya diputuskan pada Etape II untuk fokus pada catatan waktu.       ""Etape II adalah yang terjauh dan terberat, kita atur apakah ingin juara umum waktu atau poin. Persiapan sudah dari Juli dan ini pertama setelah tiga bulan tak balapan di Indonesia. Para pembalap banyak peningkatan setelah beberapa balapan di sini,"" katanya.       Nusantara Cycling Team beranggotakan Maulana Astnan Al Hayat, Prasetyo Nur Firdaus, Afiq Husnie Othman, dan Abd Gani. Khusus untuk Maulana Astnan dia juga berhasil menjadi juara umum untuk individual pembalap berdasarkan catatan waktu.       Sementara itu, dari Malaysia Pro Cycling menyampaikan sebelumnya mereka telah berpartisipasi di Tour de Siak dengan nama Sapura Cycling Team. Mereka ikut pada 2017,2018, 2019, dan 2022.       Menurut pelatihnya strategi awal pada Etape I terbuka bagi semua pembalap untuk bersaing. Namun pihaknya ada kekurangan tidak ada sprinter yang bagus sehingga hasil terbaik hanya bisa meraih posisi tiga pada Etape II.       ""Kita ganti strategi untuk memperbaiki waktu yang terpaut dengan Nusantara Cycling Team. Pada Etape III kita coba mendekatinya namun pada tiga lap terakhir tidak terkejar,"" ucapnya.       Tim BSP sendiri menyampaikan para pembalapnya telah memberikan yang terbaik, namun ada yang kecelakaan sehingga pulang terlebih dahulu. Hal ini membuat kekuatan jadi pincang tapi ini sudah hasil terbaik.       Pewarta: Bayu Agustari AdhaEditor: Hernawan Wahyudono    COPYRIGHT © ANTARA 2023 ",olahraga
" Senin, 4 Desember 2023 20:24 WIB",Pewarta: Putri HanifaEditor: Dadan RamdaniCOPYRIGHT © ANTARA 2023,Pemerintah Prancis tetap laksanakan upacara Olimpiade di Sungai Seine,"     Jakarta (ANTARA) - Pemerintah Prancis pada Senin menegaskan akan tetap menyelenggarakan rencana untuk mengadakan upacara pembukaan Olimpiade Paris 2024 di Sungai Seine meskipun serangan mematikan di ibu kota Prancis pada akhir pekan meningkatkan kekhawatiran akan keamanan.    Menteri Olahraga Prancis Amelie Oudea-Castera mengatakan kepada radio Prancis bahwa rencana tersebut masih bisa disesuaikan dalam konsep armada sungai, meski laporan media menunjukkan kekhawatiran serius di kalangan pasukan keamanan bahwa upacara tersebut bisa rentan terhadap serangan.    Seorang pria yang dikenal oleh otoritas sebagai seorang Islamradikal dengan masalah mental pada hari Sabtu menusuk mati seorang turis Jerman di dekat MenaraJay Noah Idzez Eiffel di Sungai Seine. Peristawaituditengarai oleh jaksa sebagai tindakan teror yang dicurigai.    ""Tidak ada rencana B, kita memiliki rencana A di dalamnya dengan beberapa alternatif,"" kata menteri tersebut kepada radio France Inter, seperti dikutip AFP.    Dia menyatakan bahwa ""ancaman teroris, khususnya ancaman Islamis, ada,"" tetapi menambahkan ""ini bukan hal baru dan tidak spesifik untuk Prancis atau Olimpiade.""    Dia menambahkan bahwa ada ""sejumlah variabel penyesuaian,"" terutama jumlah penonton yang dapat hadir yang akan diputuskan pada musim semi dan dapat ""dimodulasi.""    Juga dapat disesuaikan adalah ""jumlah acara yang akan diizinkan di sekitar area dan di Paris"" di sela-sela upacara dan ""pengelolaan perbatasan keamanan.""    Namun, ketika ditanya apakah ada pertimbangan untuk memindahkan upacara, dia menekankan: ""ini bukan hipotesis yang sedang kami kerjakan.""    Untuk pertama kalinya dalam sejarah Olimpiade, upacara pembukaan dijadwalkan berlangsung di luar stadion atletik utama, dengan peserta dan pejabat yang akan melakukan perjalanan melalui Paris dengan armada lebih dari 100 kapal.    Penyerang memilih area Menara Eiffel lebih karena sisi ""simbolis"" daripada sebagai ""lokasi Olimpiade,"" kata Emmanuel Gregoire, wakil walikota Paris, kepada radio France Info.    Mengingat bahwa Piala Dunia Rugby telah diselenggarakan pada musim gugur ini di Paris dan tempat lain di Prancis tanpa ""kejadian apa pun,"" katanya, bukan ""Olimpiade... yang harus dipertanyakan,"" tetapi ""cara kita mengantisipasi risiko dalam menangani individu-individu ini.""    ""Saya yakin kita akan dapat mempersiapkan Olimpiade ini dengan cara yang sangat memuaskan,"" tambahnya.  Baca juga: Sambut Olimpiade Paris 2024, parade perahu digelar di Sungai Seine  Baca juga: Air Sungai Seine naik, 1.500 orang di Paris diungsikan Baca juga: Paris diprediksi jadi Olimpiade terakhir Simone Biles hingga LeBron  Pewarta: Putri HanifaEditor: Dadan Ramdani    COPYRIGHT © ANTARA 2023 ",olahraga
